-2.61875490 0.66443370 1.78688401 -1.63119204 2.93621082 2.57626859 1.13824519 -1.68001307 -2.74780763 -2.45395351 0.58336516 0.43785645 2.26974197 0.84120056 2.05334664 -1.03610022 -0.40457365 -1.80242995 -2.58143273 -2.05735686
-0.21716738 2.84171494 -2.11473824 0.89352665 0.61796058 1.90156489 -1.62749984 1.05354809 -1.59128870 -0.63454841 -0.48851354 -0.64239103 -0.53630683 -0.63928280 -2.02840868 0.81823035 1.82268386 1.12698654 1.03097932 -1.22026351
-0.31975194 -1.19028135 -2.71078746 -1.86756651 -1.46237692 1.92966190 1.76932766 -0.64993645 0.50882722 -0.23978144 0.26933219 -2.73006950 2.48813886 2.50687197 -2.34670613 1.98184293 2.30405831 1.44307406 -2.12047489 0.39631409
2.08193517 -0.75426498 -1.67318470 -1.02313990 -0.24840361 1.49358348 -0.55767212 1.62107725 -1.92727289 2.15622812 1.25693511 -1.81198639 -1.07378567 2.10836052 -2.09122566 -1.61586409 2.36775079 -0.64905778 -2.46585949 0.31096394
-1.93269434 0.99414825 -0.75150971 1.45683663 -0.69561258 0.95934377 -0.47811728 2.00132928 -2.89431484 -0.57487304 -1.93888622 -1.43469795 -2.98138108 2.45778727 0.43477154 0.08416141 0.40631826 2.59837580 0.14771153 -0.14454024
0.72829909 -2.67097858 0.24086004 1.38050687 -2.76997714 -0.48390608 -0.38215423 2.65523042 -0.80401343 -2.44590700 -1.55801969 -2.87659332 2.70061916 -1.16261737 0.47946945 2.30952907 1.82322394 0.80702341 -2.82949106 -0.09180544
0.10352944 -0.14273024 0.62334195 -1.43514818 -1.28270492 1.97344114 1.04431070 1.35533449 -0.37870120 1.79463333 -1.53740512 -0.99878550 0.94963245 2.86560599 2.68550052 -0.84634424 -1.44112623 2.88985597 1.80807459 -2.61317077
0.92019569 -1.09986317 1.99144459 0.09672474 -0.58742199 2.11659679 1.95648777 1.98019899 -1.50889734 -1.28808378 -2.21431906 0.36337451 -0.87661535 1.70621021 2.27752767 1.83194749 -2.90236229 2.28232855 0.29126531 -1.67848393
-2.09666206 0.61997702 1.90345016 -0.96761829 -2.64016645 1.53083195 1.68258853 2.52799316 -1.66879199 1.28903104 -0.99718539 -0.63080227 2.91353989 -0.73692240 -1.88707253 -1.83114683 -1.87427989 -0.69749341 2.41437117 -2.59950034
1.12990894 -1.62551191 -2.46381151 -0.36270554 -1.24989972 -2.06288390 -2.10225308 -1.84541532 -0.59262153 -2.08169688 1.49255100 2.91683192 -1.08097448 0.81938698 -2.01296358 0.74138285 -2.34805014 -0.46172899 -0.62893193 1.30335008
